Time,Value
16:26:30,13
16:26:30,15
16:26:30,18
16:26:30,21
16:26:30,25
16:26:30,29
16:26:30,31
16:26:30,31
16:26:30,32
16:26:30,32
16:26:30,32
16:26:30,31
16:26:30,30
16:26:30,28
16:26:30,27
16:26:30,25
16:26:30,23
16:26:30,21
16:26:30,18
16:26:30,16
16:26:30,12
16:26:30,7
16:26:30,4
16:26:30,3
16:26:30,2
16:26:30,3
16:26:30,4
16:26:30,6
16:26:30,8
16:26:30,11
16:26:30,14
16:26:30,17
16:26:30,20
16:26:30,22
16:26:30,24
16:26:30,26
16:26:30,27
16:26:30,27
16:26:30,28
16:26:30,28
16:26:30,29
16:26:30,28
16:26:30,28
16:26:30,28
16:26:30,27
16:26:30,26
16:26:30,25
16:26:30,24
16:26:30,22
16:26:30,20
16:26:30,18
16:26:30,15
16:26:30,10
16:26:30,7
16:26:30,6
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,4
16:26:30,6
16:26:30,8
16:26:30,10
16:26:30,13
16:26:30,16
16:26:30,19
16:26:30,23
16:26:30,26
16:26:30,28
16:26:30,30
16:26:30,31
16:26:30,31
16:26:30,30
16:26:30,29
16:26:30,27
16:26:30,26
16:26:30,24
16:26:30,22
16:26:30,21
16:26:30,20
16:26:30,18
16:26:30,16
16:26:30,12
16:26:30,10
16:26:30,9
16:26:30,7
16:26:30,4
16:26:30,3
16:26:30,3
16:26:30,5
16:26:30,8
16:26:30,11
16:26:30,15
16:26:30,19
16:26:30,22
16:26:30,25
16:26:30,26
16:26:30,28
16:26:30,29
16:26:30,30
16:26:30,30
16:26:30,30
16:26:30,30
16:26:30,30
16:26:30,29
16:26:30,28
16:26:30,27
16:26:30,25
16:26:30,24
16:26:30,23
16:26:30,20
16:26:30,17
16:26:30,13
16:26:30,8
16:26:30,5
16:26:30,4
16:26:30,4
16:26:30,3
16:26:30,2
16:26:30,1
16:26:30,1
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,6
16:26:30,8
16:26:30,12
16:26:30,17
16:26:30,20
16:26:30,24
16:26:30,27
16:26:30,28
16:26:30,28
16:26:30,30
16:26:30,33
16:26:30,33
16:26:30,32
16:26:30,31
16:26:30,29
16:26:30,27
16:26:30,24
16:26:30,22
16:26:30,19
16:26:30,16
16:26:30,12
16:26:30,8
16:26:30,4
16:26:30,2
16:26:30,3
16:26:30,4
16:26:30,7
16:26:30,12
16:26:30,17
16:26:30,20
16:26:30,22
16:26:30,23
16:26:30,25
16:26:30,27
16:26:30,28
16:26:30,29
16:26:30,29
16:26:30,30
16:26:30,30
16:26:30,30
16:26:30,27
16:26:30,23
16:26:30,16
16:26:30,9
16:26:30,6
16:26:30,5
16:26:30,4
16:26:30,4
16:26:30,4
16:26:30,6
16:26:30,7
16:26:30,8
16:26:30,10
16:26:30,10
16:26:30,9
16:26:30,7
16:26:30,5
16:26:30,4
16:26:30,4
16:26:30,4
16:26:30,3
16:26:30,2
16:26:30,1
16:26:30,1
16:26:30,1
16:26:30,2
16:26:30,4
16:26:30,6
16:26:30,8
16:26:30,11
16:26:30,14
16:26:30,17
16:26:30,20
16:26:30,21
16:26:30,22
16:26:30,24
16:26:30,26
16:26:30,27
16:26:30,27
16:26:30,26
16:26:30,25
16:26:30,23
16:26:30,22
16:26:30,22
16:26:30,22
16:26:30,22
16:26:30,21
16:26:30,19
16:26:30,15
16:26:30,11
16:26:30,8
16:26:30,5
16:26:30,3
16:26:30,5
16:26:30,8
16:26:30,11
16:26:30,15
16:26:30,17
16:26:30,20
16:26:30,23
16:26:30,26
16:26:30,28
16:26:30,28
16:26:30,28
16:26:30,28
16:26:30,27
16:26:30,28
16:26:30,29
16:26:30,28
16:26:30,28
16:26:30,28
16:26:30,27
16:26:30,26
16:26:30,24
16:26:30,21
16:26:30,17
16:26:30,13
16:26:30,10
16:26:30,7
16:26:30,5
16:26:30,3
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,1
16:26:30,1
16:26:30,1
16:26:30,1
16:26:30,3
16:26:30,4
16:26:30,6
16:26:30,7
16:26:30,7
16:26:30,7
16:26:30,8
16:26:30,10
16:26:30,14
16:26:30,17
16:26:30,20
16:26:30,22
16:26:30,24
16:26:30,26
16:26:30,28
16:26:30,29
16:26:30,30
16:26:30,32
16:26:30,32
16:26:30,31
16:26:30,31
16:26:30,30
16:26:30,28
16:26:30,23
16:26:30,18
16:26:30,12
16:26:30,8
16:26:30,7
16:26:30,4
16:26:30,3
16:26:30,3
16:26:30,4
16:26:30,7
16:26:30,10
16:26:30,14
16:26:30,18
16:26:30,22
16:26:30,25
16:26:30,27
16:26:30,29
16:26:30,32
16:26:30,33
16:26:30,33
16:26:30,33
16:26:30,32
16:26:30,31
16:26:30,30
16:26:30,29
16:26:30,27
16:26:30,26
16:26:30,24
16:26:30,22
16:26:30,20
16:26:30,18
16:26:30,17
16:26:30,14
16:26:30,9
16:26:30,6
16:26:30,5
16:26:30,4
16:26:30,2
16:26:30,2
16:26:30,4
16:26:30,4
16:26:30,4
16:26:30,5
16:26:30,6
16:26:30,9
16:26:30,12
16:26:30,15
16:26:30,18
16:26:30,19
16:26:30,21
16:26:30,25
16:26:30,30
16:26:30,32
16:26:30,33
16:26:30,32
16:26:30,31
16:26:30,31
16:26:30,32
16:26:30,32
16:26:30,31
16:26:30,29
16:26:30,25
16:26:30,21
16:26:30,18
16:26:30,16
16:26:30,11
16:26:30,6
16:26:30,4
16:26:30,2
16:26:30,3
16:26:30,5
16:26:30,7
16:26:30,9
16:26:30,11
16:26:30,13
16:26:30,17
16:26:30,20
16:26:30,23
16:26:30,25
16:26:30,26
16:26:30,28
16:26:30,30
16:26:30,33
16:26:30,35
16:26:30,36
16:26:30,36
16:26:30,35
16:26:30,34
16:26:30,32
16:26:30,31
16:26:30,31
16:26:30,30
16:26:30,28
16:26:30,24
16:26:30,21
16:26:30,19
16:26:30,14
16:26:30,8
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,4
16:26:30,8
16:26:30,12
16:26:30,16
16:26:30,18
16:26:30,18
16:26:30,17
16:26:30,16
16:26:30,16
16:26:30,18
16:26:30,23
16:26:30,27
16:26:30,31
16:26:30,34
16:26:30,35
16:26:30,36
16:26:30,36
16:26:30,34
16:26:30,32
16:26:30,29
16:26:30,25
16:26:30,22
16:26:30,20
16:26:30,17
16:26:30,15
16:26:30,13
16:26:30,10
16:26:30,6
16:26:30,4
16:26:30,3
16:26:30,2
16:26:30,3
16:26:30,5
16:26:30,8
16:26:30,10
16:26:30,12
16:26:30,17
16:26:30,21
16:26:30,22
16:26:30,22
16:26:30,22
16:26:30,24
16:26:30,26
16:26:30,27
16:26:30,28
16:26:30,28
16:26:30,26
16:26:30,25
16:26:30,26
16:26:30,28
16:26:30,30
16:26:30,28
16:26:30,25
16:26:30,22
16:26:30,18
16:26:30,16
16:26:30,14
16:26:30,12
16:26:30,9
16:26:30,8
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,4
16:26:30,4
16:26:30,6
16:26:30,6
16:26:30,8
16:26:30,9
16:26:30,12
16:26:30,17
16:26:30,21
16:26:30,24
16:26:30,27
16:26:30,28
16:26:30,27
16:26:30,26
16:26:30,26
16:26:30,29
16:26:30,30
16:26:30,30
16:26:30,28
16:26:30,26
16:26:30,23
16:26:30,20
16:26:30,17
16:26:30,13
16:26:30,7
16:26:30,5
16:26:30,4
16:26:30,2
16:26:30,3
16:26:30,4
16:26:30,6
16:26:30,8
16:26:30,10
16:26:30,12
16:26:30,15
16:26:30,18
16:26:30,21
16:26:30,23
16:26:30,24
16:26:30,24
16:26:30,25
16:26:30,26
16:26:30,25
16:26:30,23
16:26:30,22
16:26:30,23
16:26:30,25
16:26:30,26
16:26:30,27
16:26:30,27
16:26:30,26
16:26:30,25
16:26:30,24
16:26:30,22
16:26:30,19
16:26:30,14
16:26:30,12
16:26:30,11
16:26:30,10
16:26:30,5
16:26:30,3
16:26:30,3
16:26:30,4
16:26:30,4
16:26:30,5
16:26:30,7
16:26:30,8
16:26:30,10
16:26:30,13
16:26:30,16
16:26:30,18
16:26:30,20
16:26:30,22
16:26:30,26
16:26:30,29
16:26:30,31
16:26:30,34
16:26:30,38
16:26:30,41
16:26:30,42
16:26:30,39
16:26:30,34
16:26:30,29
16:26:30,26
16:26:30,23
16:26:30,20
16:26:30,16
16:26:30,11
16:26:30,9
16:26:30,9
16:26:30,8
16:26:30,5
16:26:30,3
16:26:30,3
16:26:30,4
16:26:30,7
16:26:30,10
16:26:30,15
16:26:30,21
16:26:30,26
16:26:30,30
16:26:30,34
16:26:30,36
16:26:30,36
16:26:30,35
16:26:30,33
16:26:30,31
16:26:30,30
16:26:30,30
16:26:30,31
16:26:30,31
16:26:30,30
16:26:30,30
16:26:30,30
16:26:30,27
16:26:30,23
16:26:30,19
16:26:30,13
16:26:30,6
16:26:30,3
16:26:30,2
16:26:30,1
16:26:30,3
16:26:30,5
16:26:30,7
16:26:30,7
16:26:30,9
16:26:30,10
16:26:30,12
16:26:30,14
16:26:30,15
16:26:30,16
16:26:30,17
16:26:30,17
16:26:30,21
16:26:30,24
16:26:30,27
16:26:30,29
16:26:30,27
16:26:30,24
16:26:30,22
16:26:30,22
16:26:30,21
16:26:30,22
16:26:30,23
16:26:30,24
16:26:30,23
16:26:30,20
16:26:30,16
16:26:30,11
16:26:30,5
16:26:30,4
16:26:30,4
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,4
16:26:30,6
16:26:30,8
16:26:30,10
16:26:30,12
16:26:30,15
16:26:30,17
16:26:30,20
16:26:30,24
16:26:30,29
16:26:30,32
16:26:30,33
16:26:30,33
16:26:30,33
16:26:30,33
16:26:30,34
16:26:30,35
16:26:30,36
16:26:30,33
16:26:30,28
16:26:30,23
16:26:30,21
16:26:30,18
16:26:30,16
16:26:30,12
16:26:30,7
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,4
16:26:30,7
16:26:30,9
16:26:30,11
16:26:30,13
16:26:30,16
16:26:30,19
16:26:30,22
16:26:30,23
16:26:30,24
16:26:30,26
16:26:30,26
16:26:30,26
16:26:30,25
16:26:30,25
16:26:30,24
16:26:30,24
16:26:30,22
16:26:30,20
16:26:30,17
16:26:30,14
16:26:30,12
16:26:30,11
16:26:30,10
16:26:30,10
16:26:30,9
16:26:30,6
16:26:30,5
16:26:30,5
16:26:30,6
16:26:30,7
16:26:30,6
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,5
16:26:30,7
16:26:30,10
16:26:30,13
16:26:30,17
16:26:30,22
16:26:30,28
16:26:30,31
16:26:30,32
16:26:30,34
16:26:30,34
16:26:30,33
16:26:30,31
16:26:30,28
16:26:30,25
16:26:30,22
16:26:30,17
16:26:30,14
16:26:30,13
16:26:30,13
16:26:30,11
16:26:30,8
16:26:30,6
16:26:30,4
16:26:30,4
16:26:30,3
16:26:30,2
16:26:30,1
16:26:30,2
16:26:30,4
16:26:30,6
16:26:30,8
16:26:30,10
16:26:30,13
16:26:30,16
16:26:30,19
16:26:30,20
16:26:30,22
16:26:30,23
16:26:30,23
16:26:30,23
16:26:30,24
16:26:30,26
16:26:30,25
16:26:30,24
16:26:30,22
16:26:30,21
16:26:30,20
16:26:30,18
16:26:30,14
16:26:30,10
16:26:30,7
16:26:30,6
16:26:30,6
16:26:30,5
16:26:30,4
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,4
16:26:30,8
16:26:30,9
16:26:30,11
16:26:30,13
16:26:30,15
16:26:30,19
16:26:30,21
16:26:30,23
16:26:30,24
16:26:30,25
16:26:30,27
16:26:30,27
16:26:30,27
16:26:30,28
16:26:30,30
16:26:30,30
16:26:30,29
16:26:30,28
16:26:30,27
16:26:30,27
16:26:30,27
16:26:30,26
16:26:30,23
16:26:30,17
16:26:30,12
16:26:30,7
16:26:30,4
16:26:30,6
16:26:30,10
16:26:30,15
16:26:30,17
16:26:30,19
16:26:30,19
16:26:30,17
16:26:30,14
16:26:30,11
16:26:30,9
16:26:30,9
16:26:30,10
16:26:30,12
16:26:30,15
16:26:30,17
16:26:30,18
16:26:30,19
16:26:30,21
16:26:30,24
16:26:30,26
16:26:30,27
16:26:30,28
16:26:30,28
16:26:30,28
16:26:30,27
16:26:30,26
16:26:30,23
16:26:30,20
16:26:30,15
16:26:30,9
16:26:30,4
16:26:30,3
16:26:30,3
16:26:30,3
16:26:30,5
16:26:30,7
16:26:30,8
16:26:30,9
16:26:30,11
16:26:30,13
16:26:30,15
16:26:30,17
16:26:30,19
16:26:30,21
16:26:30,25
16:26:30,28
16:26:30,30
16:26:30,28
16:26:30,24
16:26:30,21
16:26:30,20
16:26:30,19
16:26:30,19
16:26:30,19
16:26:30,22
16:26:30,23
16:26:30,23
16:26:30,22
16:26:30,20
16:26:30,18
16:26:30,15
16:26:30,11
16:26:30,6
16:26:30,5
16:26:30,4
16:26:30,2
16:26:30,1
16:26:30,1
16:26:30,1
16:26:30,2
16:26:30,3
16:26:30,5
16:26:30,8
16:26:30,10
16:26:30,14
16:26:30,17
16:26:30,21
16:26:30,24
16:26:30,26
16:26:30,28
16:26:30,28
16:26:30,26
16:26:30,25
16:26:30,25
16:26:30,26
16:26:30,26
16:26:30,24
16:26:30,22
16:26:30,20
16:26:30,20
16:26:30,18
16:26:30,15
16:26:30,13
16:26:30,10
16:26:30,6
16:26:30,4
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,4
16:26:30,6
16:26:30,7
16:26:30,9
16:26:30,12
16:26:30,16
16:26:30,20
16:26:30,24
16:26:30,27
16:26:30,28
16:26:30,28
16:26:30,28
16:26:30,26
16:26:30,26
16:26:30,28
16:26:30,28
16:26:30,27
16:26:30,26
16:26:30,26
16:26:30,26
16:26:30,27
16:26:30,28
16:26:30,27
16:26:30,25
16:26:30,22
16:26:30,17
16:26:30,12
16:26:30,7
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,3
16:26:30,5
16:26:30,8
16:26:30,10
16:26:30,12
16:26:30,12
16:26:30,13
16:26:30,14
16:26:30,15
16:26:30,18
16:26:30,22
16:26:30,26
16:26:30,28
16:26:30,31
16:26:30,33
16:26:30,35
16:26:30,36
16:26:30,36
16:26:30,35
16:26:30,33
16:26:30,29
16:26:30,24
16:26:30,20
16:26:30,18
16:26:30,17
16:26:30,17
16:26:30,14
16:26:30,9
16:26:30,6
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,3
16:26:30,6
16:26:30,10
16:26:30,15
16:26:30,21
16:26:30,24
16:26:30,27
16:26:30,30
16:26:30,34
16:26:30,36
16:26:30,36
16:26:30,35
16:26:30,34
16:26:30,33
16:26:30,32
16:26:30,31
16:26:30,30
16:26:30,29
16:26:30,27
16:26:30,23
16:26:30,19
16:26:30,17
16:26:30,15
16:26:30,14
16:26:30,13
16:26:30,10
16:26:30,6
16:26:30,4
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,6
16:26:30,8
16:26:30,10
16:26:30,11
16:26:30,11
16:26:30,10
16:26:30,10
16:26:30,11
16:26:30,15
16:26:30,18
16:26:30,21
16:26:30,23
16:26:30,25
16:26:30,24
16:26:30,22
16:26:30,21
16:26:30,19
16:26:30,17
16:26:30,17
16:26:30,18
16:26:30,19
16:26:30,21
16:26:30,22
16:26:30,23
16:26:30,22
16:26:30,21
16:26:30,17
16:26:30,12
16:26:30,8
16:26:30,6
16:26:30,4
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,3
16:26:30,6
16:26:30,9
16:26:30,13
16:26:30,19
16:26:30,22
16:26:30,24
16:26:30,25
16:26:30,25
16:26:30,25
16:26:30,26
16:26:30,27
16:26:30,27
16:26:30,27
16:26:30,27
16:26:30,28
16:26:30,29
16:26:30,27
16:26:30,24
16:26:30,21
16:26:30,21
16:26:30,21
16:26:30,20
16:26:30,16
16:26:30,12
16:26:30,9
16:26:30,8
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,5
16:26:30,7
16:26:30,8
16:26:30,9
16:26:30,11
16:26:30,13
16:26:30,15
16:26:30,17
16:26:30,20
16:26:30,24
16:26:30,28
16:26:30,31
16:26:30,34
16:26:30,36
16:26:30,37
16:26:30,37
16:26:30,35
16:26:30,32
16:26:30,28
16:26:30,26
16:26:30,24
16:26:30,21
16:26:30,17
16:26:30,12
16:26:30,7
16:26:30,6
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,4
16:26:30,6
16:26:30,9
16:26:30,12
16:26:30,16
16:26:30,19
16:26:30,20
16:26:30,24
16:26:30,27
16:26:30,29
16:26:30,31
16:26:30,33
16:26:30,34
16:26:30,34
16:26:30,34
16:26:30,34
16:26:30,32
16:26:30,29
16:26:30,26
16:26:30,24
16:26:30,23
16:26:30,22
16:26:30,21
16:26:30,19
16:26:30,16
16:26:30,14
16:26:30,12
16:26:30,10
16:26:30,9
16:26:30,8
16:26:30,7
16:26:30,5
16:26:30,3
16:26:30,2
16:26:30,2
16:26:30,3
16:26:30,3
16:26:30,4
16:26:30,5
16:26:30,6
16:26:30,7
16:26:30,9
16:26:30,12
16:26:30,17
16:26:30,21
16:26:30,27
16:26:30,35
16:26:30,42
16:26:30,48
16:26:30,50
16:26:30,48
16:26:30,43
16:26:30,37
16:26:30,33
16:26:30,29
16:26:30,26
16:26:30,23
16:26:30,21
16:26:30,19
16:26:30,14
16:26:30,10
16:26:30,8
16:26:30,5
16:26:30,3
16:26:30,3
16:26:30,6
16:26:30,9
16:26:30,13
16:26:30,16
16:26:30,20
16:26:30,23
16:26:30,26
16:26:30,28
16:26:30,27
16:26:30,27
16:26:30,27
16:26:30,28
16:26:30,30
16:26:30,32
16:26:30,35
16:26:30,37
16:26:30,37
16:26:30,36
16:26:30,35
16:26:30,33
16:26:30,29
16:26:30,25
16:26:30,22
16:26:30,21
16:26:30,19
16:26:30,14
16:26:30,10
16:26:30,6
16:26:30,4
16:26:30,2
16:26:30,3
16:26:30,5
16:26:30,7
16:26:30,10
16:26:30,13
16:26:30,16
16:26:30,19
16:26:30,23
16:26:30,26
16:26:30,27
16:26:30,29
16:26:30,30
16:26:30,30
16:26:30,29
16:26:30,29
16:26:30,29
16:26:30,29
